classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Fence Bounty.Hunter,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,3,3,0,4,0,4,0,0,4,3,3,0,0,0,0,3,0,4,2,0,3,0,3,0,3,0,0,2,0,0,3,0,3,0,4,3,4,3,4,0,4,0,0,0,4,0,2,4,0,0,1,1,0,1,0
Fence Bruiser,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,3,0,3,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,3,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,3,4,0,4,0,3,0,4,0,2,4,0,0,1,0,0,1,0
Fence Caravan.Guide,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,3,3,0,3,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,1,1,0
Fence Con.Artist,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,4,4,4,2,1,0,0,2,4,4,4,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,4,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence Crafter,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Custom.Crafter,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Forester,Criminal,Heavy mercantile,0,4,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,2,0,4,0,4,0,0,4,3,0,4,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,2,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,1,0,1,4
Fence Grebber,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,3,4,4,4,2,1,3,0,2,4,4,0,4,0,4,0,0,4,3,0,1,0,3,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,3,0,0,0,3,2,0,0,3,3,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,1,0,1,0
Fence Guard,Criminal,Heavy mercantile,0,4,0,4,4,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,3,4,0,3,4,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,3,3,0,4,2,0,3,3,0,0,0,0,0,3,0,0,3,0,3,0,4,3,4,2,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence House.Servant,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,4,4,4,2,1,0,0,2,4,4,0,4,3,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,3,3,0,0,0,0,4,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence Hunter,Criminal,Heavy mercantile,0,4,3,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,3,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,3,0,0,0,0,2,4,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,1,0,1,0
Fence Jeweler,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Lancer,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,3,4,0,0,4,3,0,0,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,3,4,0,4,0,3,0,4,0,2,4,0,0,1,0,0,1,0
Fence Linguist,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,1,0,4,3,0,0,4,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Marksman,Criminal,Heavy mercantile,0,4,3,4,4,0,0,0,4,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,4,0,4,4,4,3,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,3,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Master.Chef,Criminal,Heavy mercantile,1,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,4,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,3,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Master.Trader,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,4,4,0,0,0,0,3,0,4,2,3,3,0,3,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Mercenary,Criminal,Heavy mercantile,1,4,0,4,4,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,3,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,3,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence Mountaineer,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,3,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,3,0,0,0,0,2,0,0,3,0,3,3,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,1,1,0
Fence Nomad,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,4,0,0,0,0,2,2,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,4,2,4,0,0,1,0,1,1,0
Fence Outdoorsman,Criminal,Heavy mercantile,0,4,3,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,4,0,2,4,4,0,4,0,3,0,0,4,3,3,1,0,3,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,4,0,2,3,0,3,0,3,3,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,1,1,1,0
Fence Outlaw,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,4,3,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,3,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,4,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,1,0,1,0
Fence Physician,Criminal,Heavy mercantile,0,4,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,4,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Pit.Fighter,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,3,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,3,3,0,3,0,4,3,4,3,4,0,4,0,3,0,4,0,2,4,0,0,1,0,0,1,0
Fence Poisoner,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,3,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,4,0,0,0,0,0,0,2,3,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Reaver,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,4,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Rogue,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,3,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,3,4,2,0,3,0,0,0,0,3,4,2,0,0,3,0,4,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence Slipknife,Criminal,Heavy mercantile,0,4,0,4,4,0,4,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,3,4,0,2,4,0,0,1,0,0,1,0
Fence Swordsman,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,3,3,0,4,2,0,3,0,0,3,0,0,0,2,0,3,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,3,4,0,3,1,0,0,1,0
Fence Tailors,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Thief,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,3,3,0,2,0,0,3,0,3,0,4,4,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Thug,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,3,4,0,3,0,0,4,3,0,1,0,0,0,4,4,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,3,0,0,2,0,0,3,0,3,0,4,3,4,3,4,0,4,0,3,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Drovian,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,3,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,2,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Elkros,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,3,1,0,0,0,4,3,4,0,0,4,3,0,0,0,1,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Rukkian,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,2,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Suk.Krathi,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,1,0,4,3,0,0,3,1,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Vivaduan,Criminal,Heavy mercantile,1,4,0,4,4,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,3,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Touched.Whiran,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,2,1,0,0,0,4,0,4,0,0,4,3,3,0,0,0,0,3,0,4,2,0,3,0,0,0,0,3,0,2,0,0,3,0,3,3,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Wastelander,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,3,0,0,4,3,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,4,2,4,0,0,1,0,1,1,0
Fence Weaponscrafter,Criminal,Heavy mercantile,0,4,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fighter Archer,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,3,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,3,3,4,3,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Armormaker,City,Heavy combat,0,0,4,4,4,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,3,0,4,0,0,2,4,4,3,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,4,0,4,4,3,0,4,3,0,2,0,0,0,0,0
Fighter Bandit,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,3,4,0,0,0,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,4,1,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,4,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,1,1,0
Fighter Bard,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,3,0,0,0,0,0,4,0,4,0,1,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,4,0,4,0,4,3,4,0,0,0,3,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter Berserker,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Bounty.Hunter,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,1,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,0,0,3,3,0,0,4,0,0,0,0,3,3,0,0,1,4,0,0,0,4,0,0,4,3,4,3,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,1,0,0,0
Fighter Bruiser,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Caravan.Guide,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,4,0,4,0,4,0,0,3,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,3,0,4,3,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,2,0,0,1,0,0
Fighter Con.Artist,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,1,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,3,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,3,0,0,4,0,0,4,0,4,0,0,0,4,0,4,4,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,3,0,0,0,0,0
Fighter Crafter,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,4,0,0,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0,2,4,0,0,4,4,4,0,4,0,0,3,4,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,4,3,0,0,3,0,4,4,3,0,4,3,0,2,0,0,0,0,0
Fighter Custom.Crafter,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,4,0,4,0,0,2,0,0,0,0,0
Fighter Forester,City,Heavy combat,0,0,4,0,3,4,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,3,4,4,0,0,4,0,0,2,4,4,3,0,0,0,0,2,0,0,4,0,0,0,0,3,0,4,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,2,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,2,0,1,0,0,4
Fighter Grebber,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,1,0,0,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,4,4,4,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,3,4,0,0,3,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,1,1,0,1,0
Fighter Guard,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter House.Servant,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,1,0,0,0,0,3,4,0,0,4,4,0,0,4,0,3,2,4,4,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,3,0,4,0,4,0,4,0,4,0,4,3,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter Hunter,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,3,0,2,4,4,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,3,4,0,0,0,4,4,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,1,0,1,0
Fighter Jeweler,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,3,4,0,0,3,4,4,3,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,3,3,0,0,0,0,4,4,3,0,4,3,0,2,0,0,0,0,0
Fighter Lancer,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Linguist,City,Heavy combat,0,4,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,4,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
